ALA 1.28
ARG 2.34
ASN 1.6
ASP 1.6
CYS 1.77
GLN 1.56
GLU 1.56
GLY 0
HIS 2.99
ILE 4.19
LEU 2.59
LYS 1.89
MET 2.35
PHE 2.94
PRO 2.67
SER 1.31
THR 3.03
TRP 3.21
TYR 2.94
VAL 3.67
